,N_f,N_i,N_rd,N_rs,R0_f,R0_i,R0_ramp,R0_rd,R0_rs,T,bb_a,eta_f,eta_i,eta_rd,eta_rs,folder,force,gamma,rdis,rho,rn,rp_f,rp_i,rp_rd,rp_rs,runs,sa,seed,ts,v_f,v_i,v_rd,v_rs
1555,140062.0681934685,140062.0681934685,10,10,1.0,0.3383760985295311,bb,10.0,10,20,0.30428022804254606,0.057143061434897294,0.057143061434897294,10.0,10,./data/,none,0.1667,100,0.0769,data_1555,0.11167479867627578,0.11167479867627578,10,10,270,0.3,21220,7,0.0,0.0,10,10
1556,1196066.8523175067,1196066.8523175067,10,10,1.0,0.40129239832224883,bb,10.0,10,20,0.7386432341881417,0.06510811291996602,0.06510811291996602,10.0,10,./data/,none,0.1667,100,0.0769,data_1556,0.21752287974152423,0.21752287974152423,10,10,270,0.3,18381,7,0.0,0.0,10,10
1557,1801551.5880765214,1801551.5880765214,10,10,1.0,0.3771686271342338,bb,10.0,10,20,1.3360600956314759,0.06044761032356357,0.06044761032356357,10.0,10,./data/,none,0.1667,100,0.0769,data_1557,0.42654631261701736,0.42654631261701736,10,10,270,0.3,349833,7,0.0,0.0,10,10
1558,1677568.4972639678,1677568.4972639678,10,10,1.0,0.22243752364342406,bb,10.0,10,20,3.1048963141109196,0.08402132625219136,0.08402132625219136,10.0,10,./data/,none,0.1667,100,0.0769,data_1558,0.28285191099598456,0.28285191099598456,10,10,270,0.3,1009049,7,0.0,0.0,10,10
1559,2661124.171255794,2661124.171255794,10,10,1.0,0.7083532914540627,bb,10.0,10,20,0.9495383407509279,0.06891669719064134,0.06891669719064134,10.0,10,./data/,none,0.1667,100,0.0769,data_1559,0.4314065936779474,0.4314065936779474,10,10,270,0.3,45405,7,0.0,0.0,10,10
1560,427966.18023549573,427966.18023549573,10,10,1.0,0.34833627888445784,bb,10.0,10,20,0.6502158083340175,0.0363209835327967,0.0363209835327967,10.0,10,./data/,none,0.1667,100,0.0769,data_1560,0.49728895009832524,0.49728895009832524,10,10,270,0.3,925111,7,0.0,0.0,10,10
1561,2458624.3853791473,2458624.3853791473,10,10,1.0,0.8321467799787506,bb,10.0,10,20,2.3901519516470318,0.14112476982778605,0.14112476982778605,10.0,10,./data/,none,0.1667,100,0.0769,data_1561,0.30087322390764354,0.30087322390764354,10,10,270,0.3,805734,7,0.0,0.0,10,10
1562,204734.88928108395,204734.88928108395,10,10,1.0,0.8604764534031322,bb,10.0,10,20,0.4784809673610863,0.05636339730261871,0.05636339730261871,10.0,10,./data/,none,0.1667,100,0.0769,data_1562,0.13578521961733409,0.13578521961733409,10,10,270,0.3,634911,7,0.0,0.0,10,10
1563,82682.35956467231,82682.35956467231,10,10,1.0,0.2666914130844906,bb,10.0,10,20,0.7463329624160586,0.04004116744870303,0.04004116744870303,10.0,10,./data/,none,0.1667,100,0.0769,data_1563,0.20612803732271717,0.20612803732271717,10,10,270,0.3,686191,7,0.0,0.0,10,10
1564,50913.19574945674,50913.19574945674,10,10,1.0,0.3204803472216302,bb,10.0,10,20,1.1189415700747372,0.048265644775259485,0.048265644775259485,10.0,10,./data/,none,0.1667,100,0.0769,data_1564,0.010869896990194857,0.010869896990194857,10,10,270,0.3,888609,7,0.0,0.0,10,10
1565,72952.41173068274,72952.41173068274,10,10,1.0,0.46608889091302286,bb,10.0,10,20,0.31757601592458135,0.23818299675408017,0.23818299675408017,10.0,10,./data/,none,0.1667,100,0.0769,data_1565,0.3466416589057986,0.3466416589057986,10,10,270,0.3,220206,7,0.0,0.0,10,10
1566,825372.7804307966,825372.7804307966,10,10,1.0,0.8743501485101789,bb,10.0,10,20,1.5100645828442616,0.038556392821267625,0.038556392821267625,10.0,10,./data/,none,0.1667,100,0.0769,data_1566,0.16537751008990267,0.16537751008990267,10,10,270,0.3,840055,7,0.0,0.0,10,10
1567,375214.9890228374,375214.9890228374,10,10,1.0,0.7337508223176158,bb,10.0,10,20,0.4202647371307282,0.15943462398915795,0.15943462398915795,10.0,10,./data/,none,0.1667,100,0.0769,data_1567,0.07266655792820062,0.07266655792820062,10,10,270,0.3,759257,7,0.0,0.0,10,10
1568,163161.03890873006,163161.03890873006,10,10,1.0,0.6154106689393132,bb,10.0,10,20,3.6038458979018095,0.14230419269315328,0.14230419269315328,10.0,10,./data/,none,0.1667,100,0.0769,data_1568,0.381551705897256,0.381551705897256,10,10,270,0.3,720698,7,0.0,0.0,10,10
1569,1494497.551664315,1494497.551664315,10,10,1.0,0.6907736640798126,bb,10.0,10,20,4.475884952721768,0.04132949187050327,0.04132949187050327,10.0,10,./data/,none,0.1667,100,0.0769,data_1569,0.026727498294741477,0.026727498294741477,10,10,270,0.3,64556,7,0.0,0.0,10,10
1570,145846.68978877488,145846.68978877488,10,10,1.0,0.28382825461311034,bb,10.0,10,20,3.5826564656374247,0.0807613831122817,0.0807613831122817,10.0,10,./data/,none,0.1667,100,0.0769,data_1570,0.22229189860984075,0.22229189860984075,10,10,270,0.3,1029757,7,0.0,0.0,10,10
1571,1976587.0919349298,1976587.0919349298,10,10,1.0,0.11984239685378362,bb,10.0,10,20,0.9353881862489539,0.194486459631314,0.194486459631314,10.0,10,./data/,none,0.1667,100,0.0769,data_1571,0.2691064609502886,0.2691064609502886,10,10,270,0.3,967584,7,0.0,0.0,10,10
1572,408811.2235278924,408811.2235278924,10,10,1.0,0.292045637423583,bb,10.0,10,20,0.6849670106062493,0.6445786648952698,0.6445786648952698,10.0,10,./data/,none,0.1667,100,0.0769,data_1572,0.09638293562638635,0.09638293562638635,10,10,270,0.3,637157,7,0.0,0.0,10,10
1573,1534652.0214604533,1534652.0214604533,10,10,1.0,0.23225146780373884,bb,10.0,10,20,0.57719268594153,0.09516437352548524,0.09516437352548524,10.0,10,./data/,none,0.1667,100,0.0769,data_1573,0.3572163718130847,0.3572163718130847,10,10,270,0.3,194750,7,0.0,0.0,10,10
1574,210557.48636473078,210557.48636473078,10,10,1.0,0.49439502663338,bb,10.0,10,20,1.0810774486384203,0.04751853011358627,0.04751853011358627,10.0,10,./data/,none,0.1667,100,0.0769,data_1574,0.4296788774202149,0.4296788774202149,10,10,270,0.3,133741,7,0.0,0.0,10,10
1575,1107733.8196695896,1107733.8196695896,10,10,1.0,0.43428975615468335,bb,10.0,10,20,2.057131708086927,0.04814484795552858,0.04814484795552858,10.0,10,./data/,none,0.1667,100,0.0769,data_1575,0.14866047738754537,0.14866047738754537,10,10,270,0.3,498133,7,0.0,0.0,10,10
1576,2868161.0160958366,2868161.0160958366,10,10,1.0,0.25892199668443305,bb,10.0,10,20,0.49002886812973273,0.03539320389833401,0.03539320389833401,10.0,10,./data/,none,0.1667,100,0.0769,data_1576,0.43983836313820507,0.43983836313820507,10,10,270,0.3,265120,7,0.0,0.0,10,10
1577,92688.3104456776,92688.3104456776,10,10,1.0,0.2523955565297251,bb,10.0,10,20,1.79846903218046,0.7050212616996491,0.7050212616996491,10.0,10,./data/,none,0.1667,100,0.0769,data_1577,0.28199420427313265,0.28199420427313265,10,10,270,0.3,504260,7,0.0,0.0,10,10
1578,114039.93140748232,114039.93140748232,10,10,1.0,0.8277659160138238,bb,10.0,10,20,0.8609260024153611,0.03384842957058868,0.03384842957058868,10.0,10,./data/,none,0.1667,100,0.0769,data_1578,0.052208537136142125,0.052208537136142125,10,10,270,0.3,449978,7,0.0,0.0,10,10
1579,582324.5679066187,582324.5679066187,10,10,1.0,0.37911367188710654,bb,10.0,10,20,4.586462933191179,0.037465987703378424,0.037465987703378424,10.0,10,./data/,none,0.1667,100,0.0769,data_1579,0.16423916456620571,0.16423916456620571,10,10,270,0.3,1018900,7,0.0,0.0,10,10
1580,200297.17257228462,200297.17257228462,10,10,1.0,0.852839197570061,bb,10.0,10,20,0.2502705484110337,0.06633132268560048,0.06633132268560048,10.0,10,./data/,none,0.1667,100,0.0769,data_1580,0.13019591085778592,0.13019591085778592,10,10,270,0.3,674687,7,0.0,0.0,10,10
1581,147839.63751224027,147839.63751224027,10,10,1.0,0.4749265767086698,bb,10.0,10,20,3.190332573746196,0.17535744892016164,0.17535744892016164,10.0,10,./data/,none,0.1667,100,0.0769,data_1581,0.35667675787066294,0.35667675787066294,10,10,270,0.3,295099,7,0.0,0.0,10,10
1582,1871445.337717464,1871445.337717464,10,10,1.0,0.652450150094063,bb,10.0,10,20,0.6663478871324564,0.03882117275626572,0.03882117275626572,10.0,10,./data/,none,0.1667,100,0.0769,data_1582,0.29794906621191064,0.29794906621191064,10,10,270,0.3,934827,7,0.0,0.0,10,10
1583,384586.26559641643,384586.26559641643,10,10,1.0,0.23443897386264023,bb,10.0,10,20,0.6147851295462982,0.03416831427729344,0.03416831427729344,10.0,10,./data/,none,0.1667,100,0.0769,data_1583,0.09595870975540133,0.09595870975540133,10,10,270,0.3,798616,7,0.0,0.0,10,10
1584,749094.4341149267,749094.4341149267,10,10,1.0,0.35299111809376316,bb,10.0,10,20,0.4389955954917191,0.08141184491546456,0.08141184491546456,10.0,10,./data/,none,0.1667,100,0.0769,data_1584,0.2552766362966082,0.2552766362966082,10,10,270,0.3,270542,7,0.0,0.0,10,10
1585,2298225.3028926905,2298225.3028926905,10,10,1.0,0.6715664451841187,bb,10.0,10,20,0.5530701004994316,0.15478030876351975,0.15478030876351975,10.0,10,./data/,none,0.1667,100,0.0769,data_1585,0.29037555466370324,0.29037555466370324,10,10,270,0.3,738712,7,0.0,0.0,10,10
1586,224801.0917500164,224801.0917500164,10,10,1.0,0.20036755832689224,bb,10.0,10,20,0.3218910170877115,0.10741771375279101,0.10741771375279101,10.0,10,./data/,none,0.1667,100,0.0769,data_1586,0.20691043920008986,0.20691043920008986,10,10,270,0.3,937314,7,0.0,0.0,10,10
1587,82932.40076464954,82932.40076464954,10,10,1.0,0.6324891714170439,bb,10.0,10,20,0.8969476958372096,0.04936609261992189,0.04936609261992189,10.0,10,./data/,none,0.1667,100,0.0769,data_1587,0.2877998700266271,0.2877998700266271,10,10,270,0.3,628238,7,0.0,0.0,10,10
1588,724069.1827425791,724069.1827425791,10,10,1.0,0.5522125827795711,bb,10.0,10,20,1.6866666758490565,0.041806354025879254,0.041806354025879254,10.0,10,./data/,none,0.1667,100,0.0769,data_1588,0.3740892196904367,0.3740892196904367,10,10,270,0.3,808405,7,0.0,0.0,10,10
1589,300199.22277566587,300199.22277566587,10,10,1.0,0.47939605153461284,bb,10.0,10,20,0.9964075767378002,0.038141410705163276,0.038141410705163276,10.0,10,./data/,none,0.1667,100,0.0769,data_1589,0.15998018993551053,0.15998018993551053,10,10,270,0.3,903791,7,0.0,0.0,10,10
1590,1559933.6557655865,1559933.6557655865,10,10,1.0,0.37751904832286465,bb,10.0,10,20,0.8356716987638115,0.04165109606893086,0.04165109606893086,10.0,10,./data/,none,0.1667,100,0.0769,data_1590,0.3261272296484423,0.3261272296484423,10,10,270,0.3,103472,7,0.0,0.0,10,10
1591,187457.51676906628,187457.51676906628,10,10,1.0,0.8130335845916511,bb,10.0,10,20,0.31897026372996246,0.0441884346389034,0.0441884346389034,10.0,10,./data/,none,0.1667,100,0.0769,data_1591,0.34009374844114976,0.34009374844114976,10,10,270,0.3,175970,7,0.0,0.0,10,10
1592,89395.13784256115,89395.13784256115,10,10,1.0,0.5508345674462748,bb,10.0,10,20,0.6894547656416441,0.048628496267921664,0.048628496267921664,10.0,10,./data/,none,0.1667,100,0.0769,data_1592,0.2180006110446617,0.2180006110446617,10,10,270,0.3,238647,7,0.0,0.0,10,10
1593,243452.49653972665,243452.49653972665,10,10,1.0,0.19605078716195523,bb,10.0,10,20,0.596246166431394,0.03656772831179671,0.03656772831179671,10.0,10,./data/,none,0.1667,100,0.0769,data_1593,0.03802966967551851,0.03802966967551851,10,10,270,0.3,735848,7,0.0,0.0,10,10
1594,343212.72279889946,343212.72279889946,10,10,1.0,0.23415579260953634,bb,10.0,10,20,4.609394823706053,0.09302099376458377,0.09302099376458377,10.0,10,./data/,none,0.1667,100,0.0769,data_1594,0.16907351456695077,0.16907351456695077,10,10,270,0.3,1021368,7,0.0,0.0,10,10
1595,89670.19913627501,89670.19913627501,10,10,1.0,0.11786187995786235,bb,10.0,10,20,2.2947622964358443,0.07803216548469467,0.07803216548469467,10.0,10,./data/,none,0.1667,100,0.0769,data_1595,0.337784543865242,0.337784543865242,10,10,270,0.3,525612,7,0.0,0.0,10,10
1596,861880.725373741,861880.725373741,10,10,1.0,0.25686699868597096,bb,10.0,10,20,0.9258414901854486,0.21790877600561898,0.21790877600561898,10.0,10,./data/,none,0.1667,100,0.0769,data_1596,0.02785333795188525,0.02785333795188525,10,10,270,0.3,423791,7,0.0,0.0,10,10
1597,182014.60623837705,182014.60623837705,10,10,1.0,0.2475267625167667,bb,10.0,10,20,3.6291638865896276,0.09476811219238941,0.09476811219238941,10.0,10,./data/,none,0.1667,100,0.0769,data_1597,0.2846196554403082,0.2846196554403082,10,10,270,0.3,202164,7,0.0,0.0,10,10
1598,78331.97544650197,78331.97544650197,10,10,1.0,0.31574112276318617,bb,10.0,10,20,4.952981879805698,0.06256522392447343,0.06256522392447343,10.0,10,./data/,none,0.1667,100,0.0769,data_1598,0.49853924015331363,0.49853924015331363,10,10,270,0.3,943073,7,0.0,0.0,10,10
1599,815198.6376800286,815198.6376800286,10,10,1.0,0.1726479021629048,bb,10.0,10,20,0.5919412948156311,0.06366769609624855,0.06366769609624855,10.0,10,./data/,none,0.1667,100,0.0769,data_1599,0.05740663707186764,0.05740663707186764,10,10,270,0.3,162010,7,0.0,0.0,10,10
1600,384323.77874596516,384323.77874596516,10,10,1.0,0.22260742570816536,bb,10.0,10,20,0.37040496691413183,0.49325462388224073,0.49325462388224073,10.0,10,./data/,none,0.1667,100,0.0769,data_1600,0.21130069511927044,0.21130069511927044,10,10,270,0.3,585533,7,0.0,0.0,10,10
1601,120419.4917403685,120419.4917403685,10,10,1.0,0.5991068051398463,bb,10.0,10,20,0.4004780076037241,0.03920596629298453,0.03920596629298453,10.0,10,./data/,none,0.1667,100,0.0769,data_1601,0.15572691511746176,0.15572691511746176,10,10,270,0.3,902362,7,0.0,0.0,10,10
1602,215650.24754119542,215650.24754119542,10,10,1.0,0.6193811720095292,bb,10.0,10,20,0.2687844906513151,0.166030435592934,0.166030435592934,10.0,10,./data/,none,0.1667,100,0.0769,data_1602,0.303195994182529,0.303195994182529,10,10,270,0.3,160446,7,0.0,0.0,10,10
1603,4155481.020327717,4155481.020327717,10,10,1.0,0.8707536538874551,bb,10.0,10,20,0.7175037789383012,0.06303462692529209,0.06303462692529209,10.0,10,./data/,none,0.1667,100,0.0769,data_1603,0.2052948141423961,0.2052948141423961,10,10,270,0.3,944456,7,0.0,0.0,10,10
1604,1223070.4878306966,1223070.4878306966,10,10,1.0,0.8997557023504541,bb,10.0,10,20,0.36047305820932846,0.1707805211531307,0.1707805211531307,10.0,10,./data/,none,0.1667,100,0.0769,data_1604,0.4526555175819897,0.4526555175819897,10,10,270,0.3,16304,7,0.0,0.0,10,10
1605,3074958.453718118,3074958.453718118,10,10,1.0,0.1672707106280396,bb,10.0,10,20,0.7955491897139166,0.24144979062141914,0.24144979062141914,10.0,10,./data/,none,0.1667,100,0.0769,data_1605,0.049259543443604045,0.049259543443604045,10,10,270,0.3,364559,7,0.0,0.0,10,10
1606,530417.2412727389,530417.2412727389,10,10,1.0,0.8112878946743275,bb,10.0,10,20,1.3408575200902852,0.06217747969504419,0.06217747969504419,10.0,10,./data/,none,0.1667,100,0.0769,data_1606,0.43546345101276673,0.43546345101276673,10,10,270,0.3,523900,7,0.0,0.0,10,10
1607,164701.95715916323,164701.95715916323,10,10,1.0,0.3544040370071798,bb,10.0,10,20,3.941402367374306,0.07536418940175516,0.07536418940175516,10.0,10,./data/,none,0.1667,100,0.0769,data_1607,0.43641233802237606,0.43641233802237606,10,10,270,0.3,220613,7,0.0,0.0,10,10
1608,1914090.2506698207,1914090.2506698207,10,10,1.0,0.4029585075292854,bb,10.0,10,20,3.9237244502021387,0.04830470586414701,0.04830470586414701,10.0,10,./data/,none,0.1667,100,0.0769,data_1608,0.3870944109211016,0.3870944109211016,10,10,270,0.3,1035368,7,0.0,0.0,10,10
1609,267913.643277193,267913.643277193,10,10,1.0,0.34681708869878447,bb,10.0,10,20,0.8273223747840803,0.05095187573055061,0.05095187573055061,10.0,10,./data/,none,0.1667,100,0.0769,data_1609,0.32546127848757234,0.32546127848757234,10,10,270,0.3,747324,7,0.0,0.0,10,10
1610,3771384.9337984337,3771384.9337984337,10,10,1.0,0.4147946369296004,bb,10.0,10,20,0.8332514000927247,0.2107847644157831,0.2107847644157831,10.0,10,./data/,none,0.1667,100,0.0769,data_1610,0.22928789642677663,0.22928789642677663,10,10,270,0.3,407060,7,0.0,0.0,10,10
1611,298970.3602058662,298970.3602058662,10,10,1.0,0.42923572524608544,bb,10.0,10,20,4.666808269925916,0.06291176099519459,0.06291176099519459,10.0,10,./data/,none,0.1667,100,0.0769,data_1611,0.2614869835109707,0.2614869835109707,10,10,270,0.3,546317,7,0.0,0.0,10,10
1612,103960.77767836243,103960.77767836243,10,10,1.0,0.5825387251888694,bb,10.0,10,20,4.538818374281734,0.06590663394952012,0.06590663394952012,10.0,10,./data/,none,0.1667,100,0.0769,data_1612,0.0767483442222573,0.0767483442222573,10,10,270,0.3,969794,7,0.0,0.0,10,10
1613,1049786.2949418095,1049786.2949418095,10,10,1.0,0.16629810282058122,bb,10.0,10,20,4.776386987149635,0.11299924161267673,0.11299924161267673,10.0,10,./data/,none,0.1667,100,0.0769,data_1613,0.1229339676848413,0.1229339676848413,10,10,270,0.3,638946,7,0.0,0.0,10,10
1614,255056.25658663057,255056.25658663057,10,10,1.0,0.3656729821560104,bb,10.0,10,20,0.4839884472733607,0.039323716207621394,0.039323716207621394,10.0,10,./data/,none,0.1667,100,0.0769,data_1614,0.2049335247951417,0.2049335247951417,10,10,270,0.3,736557,7,0.0,0.0,10,10
1615,618064.9014797797,618064.9014797797,10,10,1.0,0.15979495127355464,bb,10.0,10,20,0.4127618119695692,0.14904549433725642,0.14904549433725642,10.0,10,./data/,none,0.1667,100,0.0769,data_1615,0.09146308146902936,0.09146308146902936,10,10,270,0.3,235622,7,0.0,0.0,10,10
1616,3040077.0024210727,3040077.0024210727,10,10,1.0,0.42286170874402773,bb,10.0,10,20,0.3600474009240384,0.0335138144197341,0.0335138144197341,10.0,10,./data/,none,0.1667,100,0.0769,data_1616,0.04223526634465636,0.04223526634465636,10,10,270,0.3,644550,7,0.0,0.0,10,10
1617,272849.79405584774,272849.79405584774,10,10,1.0,0.4578837322649655,bb,10.0,10,20,3.0779279393590313,0.0649909457056104,0.0649909457056104,10.0,10,./data/,none,0.1667,100,0.0769,data_1617,0.3884677377985266,0.3884677377985266,10,10,270,0.3,76472,7,0.0,0.0,10,10
1618,717101.903535068,717101.903535068,10,10,1.0,0.21585511818497582,bb,10.0,10,20,2.3606858968886497,0.041873649663785234,0.041873649663785234,10.0,10,./data/,none,0.1667,100,0.0769,data_1618,0.4568625657665558,0.4568625657665558,10,10,270,0.3,151181,7,0.0,0.0,10,10
1619,326218.85644260264,326218.85644260264,10,10,1.0,0.24559780156440883,bb,10.0,10,20,3.428232209252397,0.04440131072090043,0.04440131072090043,10.0,10,./data/,none,0.1667,100,0.0769,data_1619,0.4990062472742347,0.4990062472742347,10,10,270,0.3,626678,7,0.0,0.0,10,10
1620,257606.68301576423,257606.68301576423,10,10,1.0,0.18001640917172096,bb,10.0,10,20,0.4438035406804476,0.05104328075314026,0.05104328075314026,10.0,10,./data/,none,0.1667,100,0.0769,data_1620,0.2514197978086277,0.2514197978086277,10,10,270,0.3,85351,7,0.0,0.0,10,10
1621,3617125.255625889,3617125.255625889,10,10,1.0,0.6589321841197753,bb,10.0,10,20,1.3018938619386367,0.09494521657984635,0.09494521657984635,10.0,10,./data/,none,0.1667,100,0.0769,data_1621,0.202671930100207,0.202671930100207,10,10,270,0.3,1034974,7,0.0,0.0,10,10
1622,1030226.4198434508,1030226.4198434508,10,10,1.0,0.2671890712629942,bb,10.0,10,20,0.7644559615629098,0.1699122417513541,0.1699122417513541,10.0,10,./data/,none,0.1667,100,0.0769,data_1622,0.04738756454838411,0.04738756454838411,10,10,270,0.3,177526,7,0.0,0.0,10,10
1623,425051.9334433591,425051.9334433591,10,10,1.0,0.4898324656172103,bb,10.0,10,20,0.9581933514003058,0.04009694138048036,0.04009694138048036,10.0,10,./data/,none,0.1667,100,0.0769,data_1623,0.2899506547847754,0.2899506547847754,10,10,270,0.3,782283,7,0.0,0.0,10,10
1624,224537.70534119848,224537.70534119848,10,10,1.0,0.3776844537265869,bb,10.0,10,20,0.9941233627455028,0.7973110563894863,0.7973110563894863,10.0,10,./data/,none,0.1667,100,0.0769,data_1624,0.08143783017570401,0.08143783017570401,10,10,270,0.3,977447,7,0.0,0.0,10,10
1625,3155365.0611686287,3155365.0611686287,10,10,1.0,0.10404430501398522,bb,10.0,10,20,0.4806034056627866,0.0390201715188423,0.0390201715188423,10.0,10,./data/,none,0.1667,100,0.0769,data_1625,0.4233921307976958,0.4233921307976958,10,10,270,0.3,973549,7,0.0,0.0,10,10
1626,505022.58636910113,505022.58636910113,10,10,1.0,0.3115680917281668,bb,10.0,10,20,3.4595620981072113,0.25482979393691757,0.25482979393691757,10.0,10,./data/,none,0.1667,100,0.0769,data_1626,0.05177880058491685,0.05177880058491685,10,10,270,0.3,51919,7,0.0,0.0,10,10
1627,125725.42959337123,125725.42959337123,10,10,1.0,0.8358489558866432,bb,10.0,10,20,0.4695310130571363,0.03398985822321725,0.03398985822321725,10.0,10,./data/,none,0.1667,100,0.0769,data_1627,0.41677882807967315,0.41677882807967315,10,10,270,0.3,195415,7,0.0,0.0,10,10
1628,3311767.7032611994,3311767.7032611994,10,10,1.0,0.8314761727123404,bb,10.0,10,20,0.9305842004020526,0.0451000321186051,0.0451000321186051,10.0,10,./data/,none,0.1667,100,0.0769,data_1628,0.0898559431985634,0.0898559431985634,10,10,270,0.3,244090,7,0.0,0.0,10,10
1629,61837.74625236186,61837.74625236186,10,10,1.0,0.3625998837386305,bb,10.0,10,20,0.9690692412027015,0.25624346354078076,0.25624346354078076,10.0,10,./data/,none,0.1667,100,0.0769,data_1629,0.03916824061971805,0.03916824061971805,10,10,270,0.3,747522,7,0.0,0.0,10,10
1630,328165.9421768686,328165.9421768686,10,10,1.0,0.839008140714398,bb,10.0,10,20,4.643603944188213,0.04311326688661262,0.04311326688661262,10.0,10,./data/,none,0.1667,100,0.0769,data_1630,0.4628165258160355,0.4628165258160355,10,10,270,0.3,58453,7,0.0,0.0,10,10
1631,662594.3893383074,662594.3893383074,10,10,1.0,0.22472382458877677,bb,10.0,10,20,0.6127069332211368,0.18545817332909684,0.18545817332909684,10.0,10,./data/,none,0.1667,100,0.0769,data_1631,0.38627397283384673,0.38627397283384673,10,10,270,0.3,170723,7,0.0,0.0,10,10
1632,302041.81108108646,302041.81108108646,10,10,1.0,0.1593616405980742,bb,10.0,10,20,0.43995310513588237,0.03493688216934326,0.03493688216934326,10.0,10,./data/,none,0.1667,100,0.0769,data_1632,0.19585457193570852,0.19585457193570852,10,10,270,0.3,163922,7,0.0,0.0,10,10
1633,1484008.5943450134,1484008.5943450134,10,10,1.0,0.23362733957276235,bb,10.0,10,20,1.4916676062905765,0.0730046494175367,0.0730046494175367,10.0,10,./data/,none,0.1667,100,0.0769,data_1633,0.21009174956620094,0.21009174956620094,10,10,270,0.3,11558,7,0.0,0.0,10,10
1634,191256.43390136966,191256.43390136966,10,10,1.0,0.5274759326358358,bb,10.0,10,20,1.352794508767957,0.05771118150514826,0.05771118150514826,10.0,10,./data/,none,0.1667,100,0.0769,data_1634,0.2613911657894815,0.2613911657894815,10,10,270,0.3,556335,7,0.0,0.0,10,10
1635,62883.52833211475,62883.52833211475,10,10,1.0,0.5921685028497548,bb,10.0,10,20,3.967863724906292,0.08593408417965781,0.08593408417965781,10.0,10,./data/,none,0.1667,100,0.0769,data_1635,0.15097749331873295,0.15097749331873295,10,10,270,0.3,899742,7,0.0,0.0,10,10
1636,799219.3663569128,799219.3663569128,10,10,1.0,0.11530801399142103,bb,10.0,10,20,0.20854487274555034,0.07729727463884044,0.07729727463884044,10.0,10,./data/,none,0.1667,100,0.0769,data_1636,0.39599017149528065,0.39599017149528065,10,10,270,0.3,116517,7,0.0,0.0,10,10
1637,135521.7063919778,135521.7063919778,10,10,1.0,0.8332610193782779,bb,10.0,10,20,0.9183655722952622,0.51191823940782,0.51191823940782,10.0,10,./data/,none,0.1667,100,0.0769,data_1637,0.4260524521898713,0.4260524521898713,10,10,270,0.3,869403,7,0.0,0.0,10,10
1638,283934.30462339625,283934.30462339625,10,10,1.0,0.8870968735193797,bb,10.0,10,20,1.3782267676438282,0.03783001947945157,0.03783001947945157,10.0,10,./data/,none,0.1667,100,0.0769,data_1638,0.14735054436364167,0.14735054436364167,10,10,270,0.3,1008190,7,0.0,0.0,10,10
1639,669212.1770231423,669212.1770231423,10,10,1.0,0.5016110445140222,bb,10.0,10,20,4.635389309361178,0.22182103241206858,0.22182103241206858,10.0,10,./data/,none,0.1667,100,0.0769,data_1639,0.4463643682624217,0.4463643682624217,10,10,270,0.3,47820,7,0.0,0.0,10,10
1640,575775.8389655595,575775.8389655595,10,10,1.0,0.3291555972325786,bb,10.0,10,20,1.9656197376954294,0.8734316061277246,0.8734316061277246,10.0,10,./data/,none,0.1667,100,0.0769,data_1640,0.45304959717662824,0.45304959717662824,10,10,270,0.3,816884,7,0.0,0.0,10,10
1641,1076800.8165453554,1076800.8165453554,10,10,1.0,0.2014546296916897,bb,10.0,10,20,2.867232613276329,0.26138263060994116,0.26138263060994116,10.0,10,./data/,none,0.1667,100,0.0769,data_1641,0.09807882847236274,0.09807882847236274,10,10,270,0.3,778436,7,0.0,0.0,10,10
1642,342495.94500440947,342495.94500440947,10,10,1.0,0.5491144733481835,bb,10.0,10,20,1.5035633188766466,0.06341454884822471,0.06341454884822471,10.0,10,./data/,none,0.1667,100,0.0769,data_1642,0.25456418375626816,0.25456418375626816,10,10,270,0.3,118010,7,0.0,0.0,10,10
1643,317064.9017292137,317064.9017292137,10,10,1.0,0.21738356061899483,bb,10.0,10,20,3.6824350513738358,0.05546388955112787,0.05546388955112787,10.0,10,./data/,none,0.1667,100,0.0769,data_1643,0.04703776230048273,0.04703776230048273,10,10,270,0.3,1017573,7,0.0,0.0,10,10
1644,133332.27709812793,133332.27709812793,10,10,1.0,0.8270055852202137,bb,10.0,10,20,0.3670673489153565,0.0389637510613624,0.0389637510613624,10.0,10,./data/,none,0.1667,100,0.0769,data_1644,0.19456860028091721,0.19456860028091721,10,10,270,0.3,719299,7,0.0,0.0,10,10
1645,1345080.86202152,1345080.86202152,10,10,1.0,0.6192695886132429,bb,10.0,10,20,1.1967263205664649,0.0449067957579987,0.0449067957579987,10.0,10,./data/,none,0.1667,100,0.0769,data_1645,0.16942510170118913,0.16942510170118913,10,10,270,0.3,630919,7,0.0,0.0,10,10
1646,253502.0748405359,253502.0748405359,10,10,1.0,0.3425439349116637,bb,10.0,10,20,2.875143145532838,0.03831604275078684,0.03831604275078684,10.0,10,./data/,none,0.1667,100,0.0769,data_1646,0.052786483934950765,0.052786483934950765,10,10,270,0.3,115472,7,0.0,0.0,10,10
1647,56089.59637260495,56089.59637260495,10,10,1.0,0.7009541661545637,bb,10.0,10,20,2.8902170390665676,0.07123309945912111,0.07123309945912111,10.0,10,./data/,none,0.1667,100,0.0769,data_1647,0.2670127128892499,0.2670127128892499,10,10,270,0.3,434513,7,0.0,0.0,10,10
