time,S,E,I,R,V,cases,reported_cases,reporting_frac,uptake,R0,eta,run
8511,96532,1,2,3319,0,0,0,0.25,0,0.443196,0.142857,1
8512,96530,1,1,3320,0,1,0,0.25,0,0.443683,0.142857,1
8513,96531,1,0,3321,0,1,1,0.25,0,0.42534,0.142857,1
8514,96531,1,0,3321,0,0,0,0.25,0,0.423522,0.142857,1
8515,96530,1,0,3321,0,0,0,0.25,0,0.433689,0.142857,1
8516,96527,1,0,3321,0,0,0,0.25,0,0.425743,0.142857,1
8517,96532,1,0,3321,0,0,0,0.25,0,0.425304,0.142857,1
8518,96529,1,0,3320,0,0,0,0.25,0,0.424954,0.142857,1
8519,96531,1,0,3320,0,0,0,0.25,0,0.427074,0.142857,1
8520,96528,3,0,3320,0,0,0,0.25,0,0.436598,0.142857,1
8521,96533,2,1,3319,0,0,0,0.25,0,0.436264,0.142857,1
8522,96534,2,1,3319,0,0,0,0.25,0,0.436978,0.142857,1
8523,96534,3,1,3319,0,0,0,0.25,0,0.429468,0.142857,1
8524,96533,4,0,3320,0,1,1,0.25,0,0.436529,0.142857,1
8525,96532,5,0,3319,0,0,0,0.25,0,0.443287,0.142857,1
8526,96533,4,1,3319,0,0,0,0.25,0,0.438454,0.142857,1
8527,96532,4,1,3318,0,0,0,0.25,0,0.438761,0.142857,1
8528,96532,4,2,3318,0,0,0,0.25,0,0.439761,0.142857,1
8529,96530,3,3,3318,0,0,0,0.25,0,0.447609,0.142857,1
8530,96533,3,2,3319,0,1,0,0.25,0,0.456074,0.142857,1
8531,96530,3,2,3319,0,0,0,0.25,0,0.463848,0.142857,1
8532,96529,1,3,3318,0,1,0,0.25,0,0.472779,0.142857,1
8533,96527,1,2,3319,0,1,0,0.25,0,0.474139,0.142857,1
8534,96529,1,2,3319,0,0,0,0.25,0,0.481698,0.142857,1
8535,96527,1,2,3319,0,0,0,0.25,0,0.465121,0.142857,1
8536,96525,0,2,3320,0,1,1,0.25,0,0.454312,0.142857,1
8537,96526,1,1,3321,0,1,0,0.25,0,0.451175,0.142857,1
8538,96521,3,1,3321,0,0,0,0.25,0,0.436297,0.142857,1
8539,96522,1,3,3321,0,0,0,0.25,0,0.421579,0.142857,1
8540,96525,1,1,3322,0,2,0,0.25,0,0.425859,0.142857,1
8541,96524,2,1,3322,0,0,0,0.25,0,0.435054,0.142857,1
8542,96522,2,1,3322,0,0,0,0.25,0,0.434434,0.142857,1
8543,96523,2,1,3322,0,0,0,0.25,0,0.438071,0.142857,1
8544,96517,2,1,3322,0,0,0,0.25,0,0.445575,0.142857,1
8545,96518,1,2,3322,0,0,0,0.25,0,0.433845,0.142857,1
8546,96516,2,1,3323,0,1,1,0.25,0,0.429874,0.142857,1
8547,96515,2,1,3323,0,0,0,0.25,0,0.423764,0.142857,1
8548,96517,2,1,3323,0,0,0,0.25,0,0.409729,0.142857,1
8549,96516,2,0,3324,0,1,0,0.25,0,0.420624,0.142857,1
8550,96511,2,0,3324,0,0,0,0.25,0,0.420493,0.142857,1
8551,96513,2,0,3324,0,0,0,0.25,0,0.413902,0.142857,1
8552,96512,1,1,3324,0,0,0,0.25,0,0.423945,0.142857,1
8553,96516,1,1,3324,0,0,0,0.25,0,0.421255,0.142857,1
8554,96513,2,0,3325,0,1,0,0.25,0,0.441784,0.142857,1
8555,96519,2,0,3325,0,0,0,0.25,0,0.441803,0.142857,1
8556,96519,2,0,3325,0,0,0,0.25,0,0.434478,0.142857,1
8557,96518,2,0,3325,0,0,0,0.25,0,0.428613,0.142857,1
8558,96518,2,1,3325,0,0,0,0.25,0,0.431095,0.142857,1
8559,96517,3,2,3325,0,0,0,0.25,0,0.432903,0.142857,1
8560,96513,3,1,3326,0,1,1,0.25,0,0.442554,0.142857,1
8561,96510,3,0,3327,0,1,0,0.25,0,0.432996,0.142857,1
8562,96511,1,2,3327,0,0,0,0.25,0,0.423844,0.142857,1
8563,96509,1,2,3327,0,0,0,0.25,0,0.43213,0.142857,1
8564,96506,1,2,3327,0,0,0,0.25,0,0.430536,0.142857,1
8565,96504,1,1,3326,0,1,0,0.25,0,0.427674,0.142857,1
8566,96504,2,1,3326,0,0,0,0.25,0,0.431504,0.142857,1
8567,96505,2,1,3326,0,0,0,0.25,0,0.424757,0.142857,1
8568,96507,2,0,3327,0,1,0,0.25,0,0.431161,0.142857,1
8569,96509,2,0,3327,0,0,0,0.25,0,0.425483,0.142857,1
8570,96505,3,0,3327,0,0,0,0.25,0,0.424149,0.142857,1
8571,96500,3,0,3327,0,0,0,0.25,0,0.431087,0.142857,1
8572,96498,3,0,3327,0,0,0,0.25,0,0.435973,0.142857,1
8573,96498,2,1,3327,0,0,0,0.25,0,0.428526,0.142857,1
8574,96496,3,1,3327,0,0,0,0.25,0,0.415898,0.142857,1
8575,96494,3,1,3327,0,0,0,0.25,0,0.415724,0.142857,1
8576,96495,3,1,3327,0,0,0,0.25,0,0.417001,0.142857,1
8577,96496,2,2,3327,0,0,0,0.25,0,0.424009,0.142857,1
8578,96495,1,1,3329,0,2,2,0.25,0,0.435815,0.142857,1
8579,96493,0,2,3329,0,0,0,0.25,0,0.440215,0.142857,1
8580,96487,1,1,3330,0,1,0,0.25,0,0.438749,0.142857,1
8581,96486,1,1,3330,0,0,0,0.25,0,0.441917,0.142857,1
8582,96485,2,1,3330,0,0,0,0.25,0,0.436665,0.142857,1
8583,96486,2,1,3330,0,0,0,0.25,0,0.445164,0.142857,1
8584,96488,2,1,3330,0,0,0,0.25,0,0.440117,0.142857,1
8585,96488,2,1,3330,0,0,0,0.25,0,0.44442,0.142857,1
8586,96487,1,1,3331,0,1,0,0.25,0,0.442737,0.142857,1
8587,96486,1,1,3331,0,0,0,0.25,0,0.434303,0.142857,1
8588,96487,1,1,3331,0,0,0,0.25,0,0.426218,0.142857,1
8589,96486,0,2,3331,0,0,0,0.25,0,0.419772,0.142857,1
8590,96486,0,1,3331,0,1,0,0.25,0,0.424468,0.142857,1
8591,96486,0,1,3331,0,0,0,0.25,0,0.438693,0.142857,1
8592,96488,0,1,3331,0,0,0,0.25,0,0.441387,0.142857,1
8593,96491,2,0,3332,0,1,0,0.25,0,0.4339,0.142857,1
8594,96490,1,1,3332,0,0,0,0.25,0,0.429055,0.142857,1
8595,96490,1,1,3332,0,0,0,0.25,0,0.423854,0.142857,1
8596,96491,1,1,3332,0,0,0,0.25,0,0.419588,0.142857,1
8597,96491,2,1,3332,0,0,0,0.25,0,0.405845,0.142857,1
8598,96491,1,1,3333,0,1,0,0.25,0,0.432064,0.142857,1
8599,96489,1,2,3333,0,0,0,0.25,0,0.436068,0.142857,1
8600,96489,0,2,3334,0,1,0,0.25,0,0.436835,0.142857,1
8601,96489,0,2,3334,0,0,0,0.25,0,0.427002,0.142857,1
8602,96488,1,2,3334,0,1,0,0.25,0,0.414792,0.142857,1
8603,96488,1,1,3335,0,1,1,0.25,0,0.401383,0.142857,1
8604,96490,1,1,3335,0,0,0,0.25,0,0.400094,0.142857,1
8605,96491,2,0,3336,0,1,0,0.25,0,0.392285,0.142857,1
8606,96490,2,0,3336,0,0,0,0.25,0,0.396362,0.142857,1
8607,96491,1,1,3336,0,0,0,0.25,0,0.393592,0.142857,1
8608,96492,1,1,3336,0,0,0,0.25,0,0.38328,0.142857,1
8609,96492,1,1,3335,0,0,0,0.25,0,0.395142,0.142857,1
8610,96491,1,1,3335,0,0,0,0.25,0,0.398578,0.142857,1
8611,96492,1,0,3336,0,1,0,0.25,0,0.395598,0.142857,1
8612,96492,1,0,3336,0,0,0,0.25,0,0.401473,0.142857,1
8613,96490,1,0,3336,0,0,0,0.25,0,0.416071,0.142857,1
8614,96492,1,0,3335,0,0,0,0.25,0,0.397171,0.142857,1
8615,96489,1,0,3335,0,0,0,0.25,0,0.406795,0.142857,1
8616,96491,1,0,3335,0,0,0,0.25,0,0.417521,0.142857,1
8617,96493,1,0,3334,0,0,0,0.25,0,0.410983,0.142857,1
8618,96491,1,0,3334,0,0,0,0.25,0,0.409349,0.142857,1
8619,96490,1,0,3334,0,0,0,0.25,0,0.406574,0.142857,1
8620,96490,1,0,3334,0,0,0,0.25,0,0.40245,0.142857,1
8621,96495,1,1,3334,0,0,0,0.25,0,0.416302,0.142857,1
8622,96495,2,1,3334,0,0,0,0.25,0,0.425465,0.142857,1
8623,96500,2,1,3334,0,0,0,0.25,0,0.430206,0.142857,1
8624,96500,2,0,3335,0,1,2,0.25,0,0.443269,0.142857,1
8625,96500,2,1,3335,0,0,0,0.25,0,0.454639,0.142857,1
8626,96498,1,2,3335,0,0,0,0.25,0,0.45788,0.142857,1
8627,96498,2,1,3336,0,1,0,0.25,0,0.456795,0.142857,1
8628,96498,2,1,3336,0,0,0,0.25,0,0.440473,0.142857,1
8629,96494,2,0,3337,0,1,1,0.25,0,0.434014,0.142857,1
8630,96499,2,0,3337,0,0,0,0.25,0,0.439373,0.142857,1
8631,96498,2,0,3336,0,0,0,0.25,0,0.445592,0.142857,1
8632,96501,2,0,3336,0,0,0,0.25,0,0.45846,0.142857,1
8633,96501,2,0,3336,0,0,0,0.25,0,0.447581,0.142857,1
8634,96502,1,0,3337,0,1,0,0.25,0,0.450076,0.142857,1
8635,96498,2,0,3337,0,0,0,0.25,0,0.43466,0.142857,1
8636,96500,2,0,3337,0,0,0,0.25,0,0.436006,0.142857,1
8637,96502,2,0,3337,0,0,0,0.25,0,0.442078,0.142857,1
8638,96507,2,0,3337,0,0,0,0.25,0,0.442573,0.142857,1
8639,96513,2,0,3337,0,0,0,0.25,0,0.458755,0.142857,1
8640,96511,2,0,3336,0,0,0,0.25,0,0.445423,0.142857,1
8641,96511,2,0,3336,0,0,0,0.25,0,0.444569,0.142857,1
8642,96507,2,0,3336,0,0,0,0.25,0,0.436823,0.142857,1
8643,96515,1,1,3336,0,0,0,0.25,0,0.433721,0.142857,1
8644,96512,2,1,3336,0,0,0,0.25,0,0.420754,0.142857,1
8645,96515,2,1,3336,0,0,0,0.25,0,0.416704,0.142857,1
8646,96513,3,1,3336,0,0,0,0.25,0,0.405731,0.142857,1
8647,96513,3,1,3335,0,0,0,0.25,0,0.405131,0.142857,1
8648,96516,4,1,3335,0,0,0,0.25,0,0.405416,0.142857,1
8649,96517,3,0,3337,0,2,1,0.25,0,0.410632,0.142857,1
8650,96518,3,0,3337,0,0,0,0.25,0,0.414797,0.142857,1
8651,96519,3,0,3337,0,0,0,0.25,0,0.425676,0.142857,1
8652,96521,3,0,3337,0,0,0,0.25,0,0.441088,0.142857,1
8653,96522,4,0,3337,0,0,0,0.25,0,0.433582,0.142857,1
8654,96527,4,0,3336,0,0,0,0.25,0,0.436376,0.142857,1
8655,96526,4,0,3336,0,0,0,0.25,0,0.438376,0.142857,1
8656,96526,5,0,3335,0,0,0,0.25,0,0.438632,0.142857,1
8657,96525,5,2,3335,0,0,0,0.25,0,0.435565,0.142857,1
8658,96527,3,2,3337,0,2,0,0.25,0,0.437461,0.142857,1
8659,96528,2,2,3338,0,1,1,0.25,0,0.445631,0.142857,1
8660,96527,2,2,3338,0,0,0,0.25,0,0.433855,0.142857,1
8661,96523,3,1,3339,0,1,0,0.25,0,0.451652,0.142857,1
8662,96524,2,2,3339,0,0,0,0.25,0,0.45464,0.142857,1
8663,96525,2,2,3339,0,0,0,0.25,0,0.452493,0.142857,1
8664,96520,3,1,3340,0,1,0,0.25,0,0.450332,0.142857,1
8665,96529,4,1,3340,0,0,0,0.25,0,0.449611,0.142857,1
8666,96531,4,1,3340,0,0,0,0.25,0,0.453838,0.142857,1
8667,96530,4,0,3341,0,1,0,0.25,0,0.45448,0.142857,1
8668,96529,4,0,3341,0,0,0,0.25,0,0.442769,0.142857,1
8669,96532,3,1,3341,0,0,0,0.25,0,0.436834,0.142857,1
8670,96530,2,2,3341,0,0,0,0.25,0,0.439032,0.142857,1
8671,96528,2,2,3341,0,0,0,0.25,0,0.418899,0.142857,1
8672,96529,2,2,3341,0,0,0,0.25,0,0.415335,0.142857,1
8673,96526,2,1,3342,0,1,0,0.25,0,0.415938,0.142857,1
8674,96530,2,1,3342,0,0,0,0.25,0,0.414704,0.142857,1
8675,96528,1,1,3343,0,1,0,0.25,0,0.419619,0.142857,1
8676,96523,1,0,3344,0,1,1,0.25,0,0.421639,0.142857,1
8677,96517,2,0,3344,0,0,0,0.25,0,0.41835,0.142857,1
8678,96516,1,1,3344,0,0,0,0.25,0,0.416633,0.142857,1
8679,96516,1,1,3344,0,0,0,0.25,0,0.417092,0.142857,1
8680,96516,1,0,3345,0,1,0,0.25,0,0.420298,0.142857,1
8681,96519,1,0,3345,0,0,0,0.25,0,0.408142,0.142857,1
8682,96521,2,0,3345,0,0,0,0.25,0,0.389868,0.142857,1
8683,96523,2,0,3345,0,0,0,0.25,0,0.370839,0.142857,1
8684,96523,2,0,3345,0,0,0,0.25,0,0.365151,0.142857,1
8685,96521,2,0,3345,0,0,0,0.25,0,0.363371,0.142857,1
8686,96518,2,1,3345,0,0,0,0.25,0,0.355967,0.142857,1
8687,96518,0,3,3345,0,0,0,0.25,0,0.336106,0.142857,1
8688,96518,0,2,3346,0,1,0,0.25,0,0.342396,0.142857,1
8689,96516,0,2,3346,0,0,0,0.25,0,0.346551,0.142857,1
8690,96521,0,1,3347,0,1,0,0.25,0,0.33897,0.142857,1
8691,96525,0,0,3348,0,1,1,0.25,0,0.333465,0.142857,1
8692,96523,0,0,3348,0,0,0,0.25,0,0.331056,0.142857,1
8693,96525,0,0,3348,0,0,0,0.25,0,0.335513,0.142857,1
8694,96528,0,0,3348,0,0,0,0.25,0,0.346847,0.142857,1
8695,96530,1,0,3348,0,0,0,0.25,0,0.346178,0.142857,1
8696,96530,2,0,3348,0,0,0,0.25,0,0.331391,0.142857,1
8697,96528,2,0,3348,0,0,0,0.25,0,0.338578,0.142857,1
8698,96528,2,0,3348,0,0,0,0.25,0,0.33762,0.142857,1
8699,96529,1,0,3349,0,1,0,0.25,0,0.342445,0.142857,1
8700,96534,1,0,3349,0,0,0,0.25,0,0.329804,0.142857,1
8701,96538,1,0,3349,0,0,0,0.25,0,0.341978,0.142857,1
8702,96543,1,0,3349,0,0,0,0.25,0,0.344291,0.142857,1
8703,96545,1,0,3349,0,0,0,0.25,0,0.349099,0.142857,1
8704,96547,2,0,3348,0,0,0,0.25,0,0.346901,0.142857,1
8705,96551,1,1,3348,0,0,0,0.25,0,0.334975,0.142857,1
8706,96550,0,2,3348,0,0,0,0.25,0,0.333571,0.142857,1
8707,96551,1,1,3349,0,1,0,0.25,0,0.329537,0.142857,1
8708,96550,1,1,3349,0,0,0,0.25,0,0.331128,0.142857,1
8709,96545,2,1,3349,0,0,0,0.25,0,0.325548,0.142857,1
8710,96546,2,1,3348,0,0,0,0.25,0,0.321047,0.142857,1
8711,96545,2,0,3349,0,1,0,0.25,0,0.307145,0.142857,1
8712,96550,2,0,3349,0,0,0,0.25,0,0.32253,0.142857,1
8713,96555,1,1,3349,0,0,0,0.25,0,0.318386,0.142857,1
8714,96559,1,1,3349,0,0,0,0.25,0,0.327555,0.142857,1
8715,96561,1,1,3349,0,0,0,0.25,0,0.322514,0.142857,1
8716,96560,1,0,3350,0,1,0,0.25,0,0.319465,0.142857,1
8717,96560,1,0,3350,0,0,0,0.25,0,0.330242,0.142857,1
8718,96558,1,0,3350,0,0,0,0.25,0,0.323761,0.142857,1
8719,96559,2,0,3350,0,0,0,0.25,0,0.328119,0.142857,1
8720,96559,1,1,3350,0,0,0,0.25,0,0.307486,0.142857,1
8721,96560,1,1,3350,0,0,0,0.25,0,0.298416,0.142857,1
8722,96562,2,1,3350,0,0,0,0.25,0,0.302936,0.142857,1
8723,96563,1,2,3350,0,0,0,0.25,0,0.287045,0.142857,1
8724,96557,2,2,3350,0,0,0,0.25,0,0.289839,0.142857,1
8725,96559,1,3,3350,0,0,0,0.25,0,0.293514,0.142857,1
8726,96561,0,4,3350,0,0,0,0.25,0,0.291109,0.142857,1
8727,96563,1,2,3352,0,2,1,0.25,0,0.281057,0.142857,1
8728,96562,1,2,3352,0,0,0,0.25,0,0.274673,0.142857,1
8729,96562,1,1,3353,0,1,0,0.25,0,0.270904,0.142857,1
8730,96558,1,2,3353,0,0,0,0.25,0,0.274594,0.142857,1
8731,96556,1,2,3353,0,0,0,0.25,0,0.280018,0.142857,1
8732,96550,2,1,3355,0,2,1,0.25,0,0.284658,0.142857,1
8733,96549,2,1,3355,0,0,0,0.25,0,0.290227,0.142857,1
8734,96548,2,1,3355,0,0,0,0.25,0,0.2951,0.142857,1
8735,96554,2,1,3354,0,0,0,0.25,0,0.29997,0.142857,1
8736,96557,2,1,3354,0,0,0,0.25,0,0.311319,0.142857,1
8737,96553,2,1,3355,0,1,1,0.25,0,0.320511,0.142857,1
8738,96555,2,1,3355,0,0,0,0.25,0,0.316073,0.142857,1
8739,96555,2,0,3355,0,1,0,0.25,0,0.323348,0.142857,1
8740,96552,2,0,3355,0,0,0,0.25,0,0.317508,0.142857,1
8741,96553,2,0,3354,0,0,0,0.25,0,0.324167,0.142857,1
8742,96549,1,1,3354,0,0,0,0.25,0,0.315647,0.142857,1
8743,96544,1,1,3354,0,0,0,0.25,0,0.332415,0.142857,1
8744,96542,1,1,3354,0,0,0,0.25,0,0.326397,0.142857,1
8745,96542,2,1,3354,0,0,0,0.25,0,0.330898,0.142857,1
8746,96551,1,2,3353,0,0,0,0.25,0,0.328016,0.142857,1
8747,96552,1,2,3353,0,0,0,0.25,0,0.332559,0.142857,1
8748,96548,1,1,3354,0,1,1,0.25,0,0.335612,0.142857,1
8749,96541,1,0,3355,0,1,0,0.25,0,0.339357,0.142857,1
8750,96536,1,0,3355,0,0,0,0.25,0,0.338439,0.142857,1
8751,96540,1,0,3355,0,0,0,0.25,0,0.333287,0.142857,1
8752,96538,1,0,3355,0,0,0,0.25,0,0.340087,0.142857,1
8753,96538,1,0,3355,0,0,0,0.25,0,0.337874,0.142857,1
8754,96541,1,0,3355,0,0,0,0.25,0,0.336215,0.142857,1
8755,96544,2,0,3355,0,0,0,0.25,0,0.335852,0.142857,1
8756,96543,2,0,3354,0,0,0,0.25,0,0.347834,0.142857,1
8757,96542,2,1,3354,0,0,0,0.25,0,0.343329,0.142857,1
8758,96540,2,1,3354,0,0,0,0.25,0,0.33359,0.142857,1
8759,96539,2,1,3354,0,0,0,0.25,0,0.336375,0.142857,1
8760,96540,2,1,3354,0,0,0,0.25,0,0.332317,0.142857,1
8761,96537,2,1,3354,0,0,0,0.25,0,0.336288,0.142857,1
8762,96538,2,0,3355,0,1,0,0.25,0,0.336838,0.142857,1
8763,96540,2,0,3355,0,0,0,0.25,0,0.324512,0.142857,1
8764,96545,2,0,3355,0,0,0,0.25,0,0.323605,0.142857,1
8765,96546,2,0,3355,0,0,0,0.25,0,0.317976,0.142857,1
8766,96546,2,0,3355,0,0,0,0.25,0,0.302436,0.142857,1
8767,96547,2,0,3355,0,0,0,0.25,0,0.303666,0.142857,1
8768,96551,1,1,3355,0,0,0,0.25,0,0.314965,0.142857,1
8769,96549,2,1,3355,0,0,0,0.25,0,0.322446,0.142857,1
8770,96552,3,0,3356,0,1,1,0.25,0,0.325394,0.142857,1
8771,96547,3,0,3356,0,0,0,0.25,0,0.322754,0.142857,1
8772,96548,3,0,3356,0,0,0,0.25,0,0.32411,0.142857,1
8773,96552,3,0,3356,0,0,0,0.25,0,0.319615,0.142857,1
8774,96551,3,0,3356,0,0,0,0.25,0,0.32108,0.142857,1
8775,96551,1,2,3355,0,0,0,0.25,0,0.336639,0.142857,1
8776,96551,1,2,3355,0,0,0,0.25,0,0.339128,0.142857,1
8777,96545,2,2,3355,0,0,0,0.25,0,0.335423,0.142857,1
8778,96547,2,1,3356,0,1,0,0.25,0,0.336167,0.142857,1
8779,96547,2,1,3355,0,0,0,0.25,0,0.336098,0.142857,1
8780,96546,2,1,3355,0,0,0,0.25,0,0.34095,0.142857,1
8781,96547,2,0,3356,0,1,1,0.25,0,0.335695,0.142857,1
8782,96547,2,0,3356,0,0,0,0.25,0,0.324843,0.142857,1
8783,96548,2,0,3356,0,0,0,0.25,0,0.32259,0.142857,1
8784,96548,1,1,3356,0,0,0,0.25,0,0.322839,0.142857,1
8785,96550,1,1,3356,0,0,0,0.25,0,0.329346,0.142857,1
8786,96553,2,1,3356,0,0,0,0.25,0,0.323992,0.142857,1
8787,96556,1,2,3356,0,0,0,0.25,0,0.330374,0.142857,1
8788,96555,1,2,3355,0,0,0,0.25,0,0.329799,0.142857,1
8789,96555,2,2,3354,0,0,0,0.25,0,0.329461,0.142857,1
8790,96557,2,1,3355,0,1,0,0.25,0,0.32952,0.142857,1
8791,96563,1,1,3356,0,1,0,0.25,0,0.336353,0.142857,1
8792,96562,2,1,3355,0,0,0,0.25,0,0.334857,0.142857,1
8793,96561,2,1,3355,0,0,0,0.25,0,0.333779,0.142857,1
8794,96560,1,2,3355,0,0,0,0.25,0,0.328606,0.142857,1
8795,96558,2,1,3356,0,1,0,0.25,0,0.325194,0.142857,1
8796,96561,2,0,3357,0,1,0,0.25,0,0.320383,0.142857,1
8797,96560,2,0,3357,0,0,0,0.25,0,0.336502,0.142857,1
8798,96562,2,0,3357,0,0,0,0.25,0,0.344822,0.142857,1
8799,96565,2,0,3357,0,0,0,0.25,0,0.345956,0.142857,1
8800,96560,3,0,3357,0,0,0,0.25,0,0.326337,0.142857,1
8801,96558,4,1,3357,0,0,0,0.25,0,0.308382,0.142857,1
8802,96559,4,1,3357,0,0,0,0.25,0,0.301163,0.142857,1
8803,96557,2,2,3358,0,1,0,0.25,0,0.317034,0.142857,1
8804,96556,3,2,3358,0,0,0,0.25,0,0.317513,0.142857,1
8805,96559,3,2,3358,0,0,0,0.25,0,0.322676,0.142857,1
8806,96563,3,2,3358,0,0,0,0.25,0,0.321613,0.142857,1
8807,96561,3,1,3358,0,1,0,0.25,0,0.306982,0.142857,1
8808,96563,3,1,3358,0,0,0,0.25,0,0.299998,0.142857,1
8809,96562,3,2,3358,0,1,0,0.25,0,0.301494,0.142857,1
8810,96560,3,1,3359,0,1,0,0.25,0,0.31144,0.142857,1
8811,96561,2,2,3359,0,0,0,0.25,0,0.32422,0.142857,1
8812,96565,2,2,3359,0,0,0,0.25,0,0.340711,0.142857,1
8813,96568,2,1,3360,0,1,0,0.25,0,0.331096,0.142857,1
8814,96569,3,1,3359,0,0,0,0.25,0,0.341023,0.142857,1
8815,96566,3,2,3359,0,0,0,0.25,0,0.342796,0.142857,1
8816,96566,3,2,3359,0,0,0,0.25,0,0.337826,0.142857,1
8817,96569,3,2,3359,0,0,0,0.25,0,0.341079,0.142857,1
8818,96565,3,2,3359,0,0,0,0.25,0,0.329413,0.142857,1
8819,96567,1,3,3359,0,1,0,0.25,0,0.323061,0.142857,1
8820,96568,0,2,3361,0,2,0,0.25,0,0.328383,0.142857,1
8821,96568,0,0,3363,0,2,0,0.25,0,0.32292,0.142857,1
8822,96567,1,0,3363,0,0,0,0.25,0,0.324356,0.142857,1
8823,96569,2,0,3363,0,0,0,0.25,0,0.318415,0.142857,1
8824,96569,2,0,3363,0,0,0,0.25,0,0.337629,0.142857,1
8825,96572,2,0,3363,0,0,0,0.25,0,0.335145,0.142857,1
8826,96575,1,1,3363,0,0,0,0.25,0,0.33925,0.142857,1
8827,96574,1,1,3363,0,0,0,0.25,0,0.323799,0.142857,1
8828,96576,1,0,3364,0,1,0,0.25,0,0.329191,0.142857,1
8829,96574,1,0,3364,0,0,0,0.25,0,0.325834,0.142857,1
8830,96574,1,0,3364,0,0,0,0.25,0,0.327587,0.142857,1
8831,96575,2,0,3364,0,0,0,0.25,0,0.319639,0.142857,1
8832,96575,2,0,3363,0,0,0,0.25,0,0.30917,0.142857,1
8833,96575,3,0,3363,0,0,0,0.25,0,0.310227,0.142857,1
8834,96576,3,0,3362,0,0,0,0.25,0,0.304288,0.142857,1
8835,96570,3,0,3362,0,0,0,0.25,0,0.298829,0.142857,1
8836,96570,3,0,3361,0,0,0,0.25,0,0.312421,0.142857,1
8837,96570,3,0,3361,0,0,0,0.25,0,0.313692,0.142857,1
8838,96569,3,0,3361,0,0,0,0.25,0,0.313513,0.142857,1
8839,96574,3,0,3361,0,0,0,0.25,0,0.323109,0.142857,1
8840,96578,3,0,3361,0,0,0,0.25,0,0.31244,0.142857,1
8841,96579,2,1,3360,0,0,0,0.25,0,0.315371,0.142857,1
8842,96580,3,2,3359,0,0,0,0.25,0,0.316037,0.142857,1
8843,96574,3,3,3357,0,0,0,0.25,0,0.322031,0.142857,1
8844,96578,3,2,3357,0,1,0,0.25,0,0.318617,0.142857,1
8845,96581,3,2,3357,0,0,0,0.25,0,0.324416,0.142857,1
8846,96580,4,1,3358,0,1,0,0.25,0,0.331151,0.142857,1
8847,96583,1,4,3358,0,0,0,0.25,0,0.323652,0.142857,1
8848,96582,2,3,3359,0,1,0,0.25,0,0.321757,0.142857,1
8849,96584,2,2,3360,0,1,0,0.25,0,0.333576,0.142857,1
8850,96583,2,2,3360,0,0,0,0.25,0,0.332724,0.142857,1
8851,96581,1,3,3360,0,0,0,0.25,0,0.340778,0.142857,1
8852,96581,1,4,3360,0,0,0,0.25,0,0.322689,0.142857,1
8853,96581,1,4,3360,0,0,0,0.25,0,0.328996,0.142857,1
8854,96582,1,3,3361,0,1,0,0.25,0,0.316317,0.142857,1
8855,96586,1,3,3361,0,0,0,0.25,0,0.32374,0.142857,1
8856,96588,1,3,3361,0,0,0,0.25,0,0.314348,0.142857,1
8857,96589,1,3,3361,0,0,0,0.25,0,0.31187,0.142857,1
8858,96585,1,4,3361,0,0,0,0.25,0,0.312858,0.142857,1
8859,96582,1,3,3362,0,1,0,0.25,0,0.314228,0.142857,1
8860,96585,1,3,3362,0,0,0,0.25,0,0.323212,0.142857,1
8861,96586,1,1,3364,0,2,1,0.25,0,0.329184,0.142857,1
8862,96585,1,1,3364,0,0,0,0.25,0,0.327304,0.142857,1
8863,96582,0,2,3364,0,0,0,0.25,0,0.315112,0.142857,1
8864,96580,2,2,3364,0,0,0,0.25,0,0.320151,0.142857,1
8865,96579,2,2,3364,0,0,0,0.25,0,0.331655,0.142857,1
8866,96584,2,2,3364,0,0,0,0.25,0,0.326726,0.142857,1
8867,96581,1,2,3365,0,1,0,0.25,0,0.317293,0.142857,1
8868,96582,1,2,3365,0,0,0,0.25,0,0.326108,0.142857,1
8869,96582,2,2,3365,0,0,0,0.25,0,0.327522,0.142857,1
8870,96581,3,2,3365,0,0,0,0.25,0,0.32235,0.142857,1
8871,96579,3,0,3367,0,2,0,0.25,0,0.320855,0.142857,1
8872,96575,3,0,3366,0,0,0,0.25,0,0.323851,0.142857,1
8873,96574,2,1,3365,0,0,0,0.25,0,0.339307,0.142857,1
8874,96576,2,1,3365,0,0,0,0.25,0,0.350253,0.142857,1
8875,96577,2,1,3365,0,0,0,0.25,0,0.345833,0.142857,1
8876,96577,2,1,3364,0,0,0,0.25,0,0.341825,0.142857,1
8877,96581,1,1,3365,0,1,1,0.25,0,0.342456,0.142857,1
8878,96576,2,1,3365,0,0,0,0.25,0,0.341428,0.142857,1
8879,96575,2,0,3366,0,1,0,0.25,0,0.349145,0.142857,1
8880,96576,2,0,3366,0,0,0,0.25,0,0.343248,0.142857,1
8881,96578,2,0,3366,0,0,0,0.25,0,0.347229,0.142857,1
8882,96576,2,0,3366,0,0,0,0.25,0,0.347129,0.142857,1
8883,96572,2,0,3366,0,0,0,0.25,0,0.341112,0.142857,1
8884,96572,2,0,3365,0,0,0,0.25,0,0.340558,0.142857,1
8885,96570,2,0,3365,0,0,0,0.25,0,0.35434,0.142857,1
8886,96569,1,1,3365,0,0,0,0.25,0,0.351654,0.142857,1
8887,96569,1,0,3366,0,1,2,0.25,0,0.355492,0.142857,1
