Time,mean,index_of_dispersion,autocorrelation,coefficient_of_variation,kurtosis,skewness,standard_deviation,ac2,timeseries,all
5812.5,0.55732048,0.55031052,0.62833468,0.4629682,0.53126228,0.6119258000000001,0.5564796399999999,0.62356664,0.5793072,0.73110316
5840.5,0.55831304,0.55112464,0.63043684,0.46221056000000005,0.5328656,0.61451092,0.55741784,0.62423228,0.5801296,0.73460272
5868.5,0.55936116,0.5519251199999999,0.63281204,0.46130768000000005,0.5324922,0.6154178400000001,0.5583698800000001,0.625882,0.5775320399999999,0.7365046
5896.5,0.56036492,0.5526628,0.6347024800000001,0.46047536,0.5332853200000001,0.6169654,0.55927592,0.62776812,0.5775762999999999,0.7394974
5924.5,0.5615600000000001,0.5538088000000001,0.63677392,0.46020904000000007,0.53478908,0.6189311200000001,0.56048256,0.6300946000000001,0.5833634,0.74365528
5952.5,0.5627254400000001,0.55488592,0.64109712,0.4597896,0.53581556,0.6207677599999999,0.56162908,0.6318417599999999,0.5817910000000001,0.74735168
5980.5,0.5637695599999999,0.55560732,0.64357948,0.45879148000000003,0.53516664,0.62154008,0.5625761199999999,0.6349820399999999,0.5851120599999999,0.7503146
6008.5,0.56497824,0.556601,0.6466552400000001,0.45778704,0.5360694799999999,0.6235200399999999,0.5637208,0.639078,0.59147132,0.7537032400000001
6036.5,0.5663183199999999,0.55764204,0.64947508,0.45685807999999994,0.53672364,0.6253553199999999,0.5649449200000001,0.64188088,0.59339598,0.75715528
6064.5,0.5676936,0.55860364,0.65288956,0.45575608000000006,0.5365774,0.6269876799999999,0.5661586000000001,0.64372448,0.59714222,0.7609933600000001
6092.5,0.56892664,0.55980444,0.6557026,0.45502744000000006,0.53680572,0.62874348,0.56742848,0.64606728,0.5916712399999999,0.76426536
6120.5,0.57027664,0.5610419999999999,0.65926528,0.45444964,0.53762832,0.6305223600000001,0.5687972400000001,0.6482568,0.5954193600000001,0.7675291599999999
6148.5,0.5715804,0.5621674,0.6620290799999999,0.45357848,0.53665032,0.63150436,0.57006596,0.65268496,0.5977918799999999,0.77083084
6176.5,0.5730343600000001,0.56340924,0.6647366,0.45260844,0.53764708,0.63357748,0.57151488,0.6547631599999999,0.60500574,0.77430996
6204.5,0.57436432,0.56478528,0.66754424,0.45197607999999995,0.53938304,0.6364644,0.5728838,0.6575005599999999,0.60188416,0.7786457599999999
6232.5,0.5755802,0.56570668,0.6699109599999999,0.4507716,0.53878032,0.63699496,0.57398196,0.6607704799999999,0.60248084,0.7810456399999999
6260.5,0.5768313199999999,0.56657936,0.6721691999999999,0.44963892,0.53848064,0.6378432799999999,0.5750956,0.6645615199999999,0.6040079199999999,0.7833068
6288.5,0.57801652,0.56757584,0.67587284,0.44873451999999997,0.53793532,0.63877196,0.5762610400000001,0.6665902800000001,0.59866912,0.7862613600000001
6316.5,0.57938196,0.5687658,0.67916408,0.44776111999999996,0.53943172,0.6411762400000001,0.5776058,0.6702414,0.60922164,0.7908435600000001
6344.5,0.58086024,0.56991456,0.68331736,0.44645228000000003,0.5384530399999999,0.6418769200000001,0.5789934,0.6741161999999999,0.61320624,0.79406356
6372.5,0.58243872,0.57123032,0.68684872,0.4454374,0.5387736399999999,0.6441300400000001,0.58051008,0.67783568,0.61875976,0.79793508
6400.5,0.5841331599999999,0.57282528,0.6897643600000001,0.44464748,0.5395682399999999,0.6468147599999999,0.58222348,0.6824252399999999,0.6175390799999999,0.8018478800000001
6428.5,0.58583964,0.57447304,0.6933934399999999,0.4437574000000001,0.53974464,0.6485809600000001,0.58395796,0.6868934,0.61881708,0.8055551200000002
6456.5,0.5874546,0.57579376,0.6973210400000001,0.44256412,0.53829456,0.6498324799999999,0.5854714400000001,0.6899620399999999,0.61739752,0.80942788
6484.5,0.5891548,0.577191,0.6997309199999999,0.44156587999999997,0.5378980800000001,0.65146856,0.587107,0.6925128399999999,0.6233992799999999,0.8130744400000001
6512.5,0.59090304,0.57889176,0.7037791600000001,0.44063488,0.54047388,0.6557909199999999,0.58888172,0.69693948,0.6310086,0.8191680400000001
6540.5,0.59264396,0.58049188,0.7084165600000001,0.43948856000000003,0.54091572,0.65791608,0.5906048,0.7010567200000001,0.63110916,0.8237116
6568.5,0.5943872000000001,0.5823539600000001,0.71192572,0.43907444,0.54251532,0.6610971200000001,0.5924302400000001,0.7058835999999999,0.62797836,0.82832532
6596.5,0.59611168,0.58384236,0.71479892,0.43784652,0.5416638,0.6626414399999999,0.59411484,0.7094702400000001,0.63423272,0.83218316
6624.5,0.5978218399999999,0.58522192,0.7178726,0.43646023999999994,0.54052216,0.6632238399999999,0.59574076,0.7129979600000002,0.63500396,0.83536752
6652.5,0.59973008,0.58725604,0.7217293599999999,0.43567328,0.543021,0.66723552,0.59773872,0.717044,0.64379438,0.8408167999999999
6680.5,0.6015604000000001,0.58903644,0.7264018799999999,0.43440172,0.5432694,0.66964368,0.59957448,0.7210575199999999,0.64646192,0.84511124
6708.5,0.60328112,0.59060424,0.7295151599999998,0.43339464,0.5427359999999999,0.67093976,0.60129652,0.72525204,0.63863214,0.8485738799999999
6736.5,0.60541596,0.59254476,0.73395996,0.4322718,0.5446622400000001,0.6744435999999999,0.6034187200000001,0.7298742,0.6528535599999999,0.85453328
6764.5,0.6073266,0.59448524,0.73918472,0.43171344,0.54523268,0.67753172,0.60539272,0.734936,0.6455740799999999,0.8599664
6792.5,0.60925644,0.59613136,0.74366932,0.43070640000000004,0.54515204,0.6791880799999999,0.60725248,0.74084164,0.6473907199999999,0.8638364000000002
6820.5,0.6111082,0.59781068,0.74826948,0.42947567999999997,0.54492388,0.6804468400000001,0.6090644000000001,0.74614132,0.64863924,0.867052
6848.5,0.61303912,0.59962304,0.7531428,0.42826319999999996,0.5450881599999999,0.68251576,0.61101692,0.75014212,0.65431448,0.8712392
6876.5,0.61517836,0.60209948,0.75932944,0.4276666,0.5468314,0.68561624,0.61336988,0.7558002,0.65711644,0.8756816
6904.5,0.6171650399999999,0.60432572,0.76466696,0.42674608,0.54844788,0.6883832799999999,0.61550324,0.7613072000000001,0.6599407,0.87968216
6932.5,0.61929228,0.6064803599999999,0.77013852,0.425623,0.5488428399999999,0.6908410799999999,0.61768636,0.766348,0.66508988,0.88376864
6960.5,0.62155012,0.6089747600000001,0.7757174,0.42505744,0.54983012,0.69326016,0.62015872,0.77221928,0.66787388,0.8888795599999999
6988.5,0.62381388,0.6115182000000001,0.7809816,0.42416980000000004,0.55060372,0.69562132,0.62262768,0.77789816,0.67002134,0.89306204
7016.5,0.62613784,0.6145967999999999,0.7866956,0.42449008,0.5530335200000001,0.69954528,0.62531896,0.78388076,0.66827948,0.8972825200000001
7044.5,0.62871264,0.61758756,0.7928067599999999,0.42439543999999996,0.5539553199999999,0.7025744,0.62817868,0.7904899599999999,0.6780047600000001,0.90183388
7072.5,0.63150812,0.6209859600000001,0.7985610799999999,0.42425388,0.55532544,0.7064659999999999,0.63129292,0.79584136,0.68639888,0.90640252
7100.5,0.63424248,0.624007,0.8060360000000001,0.42378424,0.55661792,0.70970152,0.63422976,0.80220564,0.69196508,0.9109084799999999
7128.5,0.63733116,0.62727428,0.81189568,0.42317872,0.55937372,0.7135938000000001,0.6375548000000001,0.80976968,0.70455468,0.9153350000000001
7156.5,0.6403261199999999,0.63098084,0.81884384,0.4231324,0.55979192,0.7160657999999999,0.64094352,0.81606048,0.70092368,0.9186904800000001
7184.5,0.6434794399999999,0.6346094,0.82477608,0.42244208000000005,0.5602250400000001,0.719473,0.6443680799999999,0.82163612,0.70748362,0.9226357199999999
7212.5,0.64669256,0.6385006799999999,0.83071428,0.42203568,0.56213264,0.72362708,0.6479506800000001,0.82655352,0.7136364,0.9264096
7240.5,0.65022608,0.64289784,0.83805328,0.42226132,0.5647514,0.7280371200000001,0.6519938,0.83524048,0.71988916,0.9307782000000001
7268.5,0.6538299200000001,0.64735872,0.84572192,0.42215708,0.56683496,0.7310454,0.6561058799999999,0.8428777999999999,0.72609668,0.9343600000000001
7293.0,0.65661316,0.6483436,0.84960396,0.41794955999999994,0.56223468,0.7303866800000001,0.65813744,0.84799008,0.7237341199999999,0.93781932
